word	freq
suffering	1
suhartos	1
sunday	1
sundays	1
supply	1
supporting	1
suppose	1
surrounding	1
swift	1
talks	1
tanker	1
tanurah	1
tapers	1
teach	1
telephone	1
terminals	1
test	1
there	1
third	1
thomas	1
though	1
thought	1
threemonth	1
tide	1
together	1
told	1
totalled	1
tower	1
trader	1
trades	1
traditional	1
traditionally	1
transacted	1
transmission	1
transport	1
trends	1
trusts	1
try	1
turmoil	1
twofold	1
uae	1
uncertain	1
unchanged	1
under	1
unions	1
unitholders	1
universitys	1
unlikely	1
unocal	1
unusually	1
urged	1
use	1
virtual	1
wants	1
water	1
wealth	1
wednesday	1
weekend	1
welcomed	1
when	1
whether	1
wishes	1
worldwide	1
xon	1
yergin	1
yesterdays	1
closexx	1
closerxx	1
closesxx	1
comingxx	1
commissionxx	1
communicationsxx	1
companysxx	1
completedxx	1
complexxx	1
conditionxx	1
conditionsxx	1
consideredxx	1
constructionxx	1
contactsxx	1
continuationxx	1
continuexx	1
continuedxx	1
continuesxx	1
contractedxx	1
contributedxx	1
controlxx	1
cooperationxx	1
coordinationxx	1
copanyxx	1
corpsxx	1
councilxx	1
counterxx	1
coupledxx	1
coveredxx	1
creekxx	1
criticalxx	1
ctsxx	1
currencyxx	1
customxx	1
cutsxx	1
cuttingxx	1
cypriotxx	1
danielxx	1
davidxx	1
daysxx	1
debtburdenedxx	1
debutxx	1
decidedxx	1
declaredxx	1
declinesxx	1
deemedxx	1
defencexx	1
delawarexx	1
deliveredxx	1
deliveringxx	1
departmentsxx	1
deregulatexx	1
deregulationxx	1
determinationxx	1
devaluexx	1
devicexx	1
differentialxx	1
difficultyxx	1
dillardxx	1
directorxx	1
discussxx	1
discussingxx	1
distributionxx	1
distributionsxx	1
dividedxx	1
dohaxx	1
dollarxx	1
drawbacksxx	1
dropxx	1
droppedxx	1
earlierxx	1
earningsxx	1
easternxx	1
easyxx	1
ecuadorsxx	1
editorxx	1
edmontonswannxx	1
educationxx	1
eightxx	1
eitherxx	1
elaboratexx	1
electionsxx	1
electricityxx	1
endxx	1
engineersxx	1
entitlementsxx	1
environmentxx	1
equallyxx	1
estimatedxx	1
europeanxx	1
exceedxx	1
exceedingxx	1
excessxx	1
excessesxx	1
excessivexx	1
exertedxx	1
existxx	1
expandedxx	1
expansionxx	1
expartnersxx	1
expectationsxx	1
expectsxx	1
explainedxx	1
exportingxx	1
exxonxx	1
facexx	1
facedxx	1
facesxx	1
facilitiesxx	1
facingxx	1
failedxx	1
fallenxx	1
favoursxx	1
feexx	1
fernandoxx	1
figurexx	1
figuresxx	1
financexx	1
firmerxx	1
floatingxx	1
followedxx	1
forxx	1
forcesxx	1
foremostxx	1
fourthxx	1
frankxx	1
fullxx	1
fundamentalsxx	1
gasxx	1
generallyxx	1
genevaxx	1
getxx	1
globalizationxx	1
glutxx	1
guaranteedxx	1
haltingxx	1
harvardxx	1
headsxx	1
healthxx	1
hedgexx	1
hedgedxx	1
helpedxx	1
hemispherexx	1
highlyxx	1
hillsxx	1
hittingxx	1
hopedxx	1
housingxx	1
houstonxx	1
immediatelyxx	1
implementationxx	1
improvexx	1
improvementxx	1
includexx	1
includingxx	1
independentxx	1
indicationsxx	1
initiatexx	1
initiativexx	1
institutionsxx	1
interbankxx	1
interestxx	1
investmentsxx	1
issuexx	1
jamaicaxx	1
janxx	1
juaymahxx	1
jubailxx	1
jumpxx	1
justxx	1
khalifaxx	1
lackxx	1
largestxx	1
laterxx	1
latestxx	1
launchedxx	1
leadxx	1
leadingxx	1
learnxx	1
leastxx	1
lendingxx	1
lessxx	1
lessonxx	1
levelxx	1
liberalisedxx	1
liftxx	1
liftingsxx	1
likexx	1
linesxx	1
liquidityxx	1
littlexx	1
loanxx	1
lodgedxx	1
longtermxx	1
ltdxx	1
lukmanxx	1
lullxx	1
maintainxx	1
makexx	1
managerxx	1
manipulatexx	1
manyxx	1
marathonxx	1
marathonsxx	1
markerxx	1
mcfaddenxx	1
meansxx	1
mercantilexx	1
metrersxx	1
metresxx	1
mid1960sxx	1
mid1986xx	1
mideastxx	1
minusxx	1
mlotokxx	1
mobxx	1
mobilxx	1
momentumxx	1
moneyxx	1
monopoliesxx	1
monthendxx	1
moussavarrahmanixx	1
movementxx	1
nationxx	1
naturalxx	1
needxx	1
needsxx	1
negativexx	1
negotiatexx	1
neitherxx	1
networkxx	1
newsxx	1
newspaperxx	1
nigerianxx	1
ninexx	1
nonoilxx	1
northernxx	1
notesxx	1
offsetxx	1
onetwelfthxx	1
oneweekxx	1
openxx	1
opensxx	1
operationsxx	1
oppositexx	1
optimismxx	1
optimisticxx	1
optionxx	1
orderxx	1
organiaationxx	1
ourxx	1
outliningxx	1
outsidexx	1
overproducingxx	1
partxx	1
partiesxx	1
partlyxx	1
partyxx	1
pastxx	1
pathsxx	1
paulxx	1
paulsboroxx	1
paymentsxx	1
peggedxx	1
performancexx	1
periodxx	1
pertainsxx	1
pessimisticxx	1
philadelphiaxx	1
physicalxx	1
placedxx	1
plasticsxx	1
platinumxx	1
pointxx	1
policiesxx	1
politicalxx	1
populationxx	1
positionsxx	1
postponedxx	1
pressuresxx	1
previousxx	1
primarilyxx	1
primaryxx	1
principalxx	1
procedurexx	1
producexx	1
producedxx	1
producersxx	1
productxx	1
productsxx	1
programxx	1
projectionxx	1
projectsxx	1
promptedxx	1
proposedxx	1
provedxx	1
providingxx	1
provisionxx	1
publishxx	1
purposesxx	1
quarterxx	1
quietxx	1
quietlyxx	1
quotasxx	1
ralliedxx	1
ranxx	1
rangingxx	1
rasxx	1
ratesxx	1
rationalisexx	1
readdressxx	1
reaffirmedxx	1
reasonablexx	1
recommendingxx	1
recoveringxx	1
recurrentxx	1
referencexx	1
refineriesxx	1
refiningxx	1
reflectxx	1
refloatxx	1
reformxx	1
reformsxx	1
regainxx	1
regardxx	1
regardingxx	1
regionxx	1
regionalxx	1
reiteratexx	1
relaxationxx	1
relievexx	1
reluctantxx	1
remainderxx	1
remainedxx	1
reportedxx	1
requestxx	1
resistancexx	1
resistingxx	1
resourcesxx	1
respectivelyxx	1
responsibilitesxx	1
restoredxx	1
restraintxx	1
restrictionsxx	1
resultxx	1
reutersxx	1
revealedxx	1
reviewsxx	1
rightxx	1
rilwanuxx	1
risingxx	1
riverxx	1
rocksxx	1
rosemaryxx	1
rumourxx	1
rushingxx	1
salesxx	1
salomonxx	1
santosxx	1
satisfiedxx	1
sawxx	1
scheduledxx	1
schemexx	1
seapridexx	1
seasonxx	1
secretaryxx	1
securityxx	1
seeingxx	1
seekxx	1
septemberxx	1
seriesxx	1
servexx	1
servicesxx	1
sessionxx	1
setsxx	1
sevenxx	1
severelyxx	1
shamrockxx	1
sharplyxx	1
shoulderxx	1
showxx	1
showedxx	1
shownxx	1
signedxx	1
signsxx	1
situationxx	1
sixmonthxx	1
slackensxx	1
slidexx	1
slumpxx	1
socialxx	1
soldxx	1
soonxx	1
sortxx	1
sourxx	1
southxx	1
southeastxx	1
spendxx	1
spillxx	1
spokexx	1
spokesmanxx	1
spotnextxx	1
spriggsxx	1
stabilisexx	1
stabilizexx	1
stablexx	1
startxx	1
statementxx	1
steelxx	1
steeringxx	1
stepsxx	1
stiffxx	1
storagexx	1
strongxx	1
subsequentlyxx	1
substitutionxx	1
succeedxx	1
sufferxx	1
sufferingxx	1
suhartosxx	1
sundayxx	1
sundaysxx	1
supplyxx	1
supportingxx	1
supposexx	1
surroundingxx	1
swiftxx	1
talksxx	1
tankerxx	1
tanurahxx	1
tapersxx	1
teachxx	1
telephonexx	1
terminalsxx	1
testxx	1
therexx	1
thirdxx	1
thomasxx	1
thoughxx	1
thoughtxx	1
threemonthxx	1
tidexx	1
togetherxx	1
toldxx	1
totalledxx	1
towerxx	1
traderxx	1
tradesxx	1
traditionalxx	1
traditionallyxx	1
transactedxx	1
transmissionxx	1
transportxx	1
trendsxx	1
trustsxx	1
tryxx	1
turmoilxx	1
twofoldxx	1
uaexx	1
uncertainxx	1
unchangedxx	1
underxx	1
unionsxx	1
unitholdersxx	1
universitysxx	1
unlikelyxx	1
unocalxx	1
unusuallyxx	1
urgedxx	1
usexx	1
virtualxx	1
wantsxx	1
waterxx	1
wealthxx	1
wednesdayxx	1
weekendxx	1
welcomedxx	1
whenxx	1
whetherxx	1
wishesxx	1
worldwidexx	1
xonxx	1
yerginxx	1
yesterdaysxx	1
closezzz	1
closerzzz	1
closeszzz	1
comingzzz	1
commissionzzz	1
communicationszzz	1
companyszzz	1
completedzzz	1
complexzzz	1
conditionzzz	1
conditionszzz	1
consideredzzz	1
constructionzzz	1
contactszzz	1
continuationzzz	1
continuezzz	1
continuedzzz	1
continueszzz	1
contractedzzz	1
contributedzzz	1
controlzzz	1
cooperationzzz	1
coordinationzzz	1
copanyzzz	1
corpszzz	1
councilzzz	1
counterzzz	1
coupledzzz	1
coveredzzz	1
creekzzz	1
criticalzzz	1
ctszzz	1
currencyzzz	1
customzzz	1
cutszzz	1
cuttingzzz	1
cypriotzzz	1
danielzzz	1
davidzzz	1
dayszzz	1
debtburdenedzzz	1
debutzzz	1
decidedzzz	1
declaredzzz	1
declineszzz	1
deemedzzz	1
defencezzz	1
delawarezzz	1
deliveredzzz	1
deliveringzzz	1
departmentszzz	1
deregulatezzz	1
deregulationzzz	1
determinationzzz	1
devaluezzz	1
devicezzz	1
differentialzzz	1
difficultyzzz	1
dillardzzz	1
directorzzz	1
discusszzz	1
discussingzzz	1
distributionzzz	1
distributionszzz	1
dividedzzz	1
dohazzz	1
dollarzzz	1
drawbackszzz	1
dropzzz	1
droppedzzz	1
earlierzzz	1
earningszzz	1
easternzzz	1
easyzzz	1
ecuadorszzz	1
editorzzz	1
edmontonswannzzz	1
educationzzz	1
eightzzz	1
eitherzzz	1
elaboratezzz	1
electionszzz	1
electricityzzz	1
endzzz	1
engineerszzz	1
entitlementszzz	1
environmentzzz	1
equallyzzz	1
estimatedzzz	1
europeanzzz	1
exceedzzz	1
exceedingzzz	1
excesszzz	1
excesseszzz	1
excessivezzz	1
exertedzzz	1
existzzz	1
expandedzzz	1
expansionzzz	1
expartnerszzz	1
expectationszzz	1
expectszzz	1
explainedzzz	1
exportingzzz	1
exxonzzz	1
facezzz	1
facedzzz	1
faceszzz	1
facilitieszzz	1
facingzzz	1
failedzzz	1
fallenzzz	1
favourszzz	1
feezzz	1
fernandozzz	1
figurezzz	1
figureszzz	1
financezzz	1
firmerzzz	1
floatingzzz	1
followedzzz	1
forzzz	1
forceszzz	1
foremostzzz	1
fourthzzz	1
frankzzz	1
fullzzz	1
fundamentalszzz	1
gaszzz	1
generallyzzz	1
genevazzz	1
getzzz	1
globalizationzzz	1
glutzzz	1
guaranteedzzz	1
haltingzzz	1
harvardzzz	1
headszzz	1
healthzzz	1
hedgezzz	1
hedgedzzz	1
helpedzzz	1
hemispherezzz	1
highlyzzz	1
hillszzz	1
hittingzzz	1
hopedzzz	1
housingzzz	1
houstonzzz	1
immediatelyzzz	1
implementationzzz	1
improvezzz	1
improvementzzz	1
includezzz	1
includingzzz	1
independentzzz	1
indicationszzz	1
initiatezzz	1
initiativezzz	1
institutionszzz	1
interbankzzz	1
interestzzz	1
investmentszzz	1
issuezzz	1
jamaicazzz	1
janzzz	1
juaymahzzz	1
jubailzzz	1
jumpzzz	1
justzzz	1
khalifazzz	1
lackzzz	1
largestzzz	1
laterzzz	1
latestzzz	1
launchedzzz	1
leadzzz	1
leadingzzz	1
learnzzz	1
leastzzz	1
lendingzzz	1
lesszzz	1
lessonzzz	1
levelzzz	1
liberalisedzzz	1
liftzzz	1
liftingszzz	1
likezzz	1
lineszzz	1
liquidityzzz	1
littlezzz	1
loanzzz	1
lodgedzzz	1
longtermzzz	1
ltdzzz	1
lukmanzzz	1
lullzzz	1
maintainzzz	1
makezzz	1
managerzzz	1
manipulatezzz	1
manyzzz	1
marathonzzz	1
marathonszzz	1
markerzzz	1
mcfaddenzzz	1
meanszzz	1
mercantilezzz	1
metrerszzz	1
metreszzz	1
mid1960szzz	1
mid1986zzz	1
mideastzzz	1
minuszzz	1
mlotokzzz	1
mobzzz	1
mobilzzz	1
momentumzzz	1
moneyzzz	1
monopolieszzz	1
monthendzzz	1
moussavarrahmanizzz	1
movementzzz	1
nationzzz	1
naturalzzz	1
needzzz	1
needszzz	1
negativezzz	1
negotiatezzz	1
neitherzzz	1
networkzzz	1
newszzz	1
newspaperzzz	1
nigerianzzz	1
ninezzz	1
nonoilzzz	1
northernzzz	1
noteszzz	1
offsetzzz	1
onetwelfthzzz	1
oneweekzzz	1
openzzz	1
openszzz	1
operationszzz	1
oppositezzz	1
optimismzzz	1
optimisticzzz	1
optionzzz	1
orderzzz	1
organiaationzzz	1
ourzzz	1
outliningzzz	1
outsidezzz	1
overproducingzzz	1
partzzz	1
partieszzz	1
partlyzzz	1
partyzzz	1
pastzzz	1
pathszzz	1
paulzzz	1
paulsborozzz	1
paymentszzz	1
peggedzzz	1
performancezzz	1
periodzzz	1
pertainszzz	1
pessimisticzzz	1
philadelphiazzz	1
physicalzzz	1
placedzzz	1
plasticszzz	1
platinumzzz	1
pointzzz	1
policieszzz	1
politicalzzz	1
populationzzz	1
positionszzz	1
postponedzzz	1
pressureszzz	1
previouszzz	1
primarilyzzz	1
primaryzzz	1
principalzzz	1
procedurezzz	1
producezzz	1
producedzzz	1
producerszzz	1
productzzz	1
productszzz	1
programzzz	1
projectionzzz	1
projectszzz	1
promptedzzz	1
proposedzzz	1
provedzzz	1
providingzzz	1
provisionzzz	1
publishzzz	1
purposeszzz	1
quarterzzz	1
quietzzz	1
quietlyzzz	1
quotaszzz	1
ralliedzzz	1
ranzzz	1
rangingzzz	1
raszzz	1
rateszzz	1
rationalisezzz	1
readdresszzz	1
reaffirmedzzz	1
reasonablezzz	1
recommendingzzz	1
recoveringzzz	1
recurrentzzz	1
referencezzz	1
refinerieszzz	1
refiningzzz	1
reflectzzz	1
refloatzzz	1
reformzzz	1
reformszzz	1
regainzzz	1
regardzzz	1
regardingzzz	1
regionzzz	1
regionalzzz	1
reiteratezzz	1
relaxationzzz	1
relievezzz	1
reluctantzzz	1
remainderzzz	1
remainedzzz	1
reportedzzz	1
requestzzz	1
resistancezzz	1
resistingzzz	1
resourceszzz	1
respectivelyzzz	1
responsibiliteszzz	1
restoredzzz	1
restraintzzz	1
restrictionszzz	1
resultzzz	1
reuterszzz	1
revealedzzz	1
reviewszzz	1
rightzzz	1
rilwanuzzz	1
risingzzz	1
riverzzz	1
rockszzz	1
rosemaryzzz	1
rumourzzz	1
rushingzzz	1
saleszzz	1
salomonzzz	1
santoszzz	1
satisfiedzzz	1
sawzzz	1
scheduledzzz	1
schemezzz	1
seapridezzz	1
seasonzzz	1
secretaryzzz	1
securityzzz	1
seeingzzz	1
seekzzz	1
septemberzzz	1
serieszzz	1
servezzz	1
serviceszzz	1
sessionzzz	1
setszzz	1
sevenzzz	1
severelyzzz	1
shamrockzzz	1
sharplyzzz	1
shoulderzzz	1
showzzz	1
showedzzz	1
shownzzz	1
signedzzz	1
signszzz	1
situationzzz	1
sixmonthzzz	1
slackenszzz	1
slidezzz	1
slumpzzz	1
socialzzz	1
soldzzz	1
soonzzz	1
sortzzz	1
sourzzz	1
southzzz	1
southeastzzz	1
spendzzz	1
spillzzz	1
spokezzz	1
spokesmanzzz	1
spotnextzzz	1
spriggszzz	1
stabilisezzz	1
stabilizezzz	1
stablezzz	1
startzzz	1
statementzzz	1
steelzzz	1
steeringzzz	1
stepszzz	1
stiffzzz	1
storagezzz	1
strongzzz	1
subsequentlyzzz	1
substitutionzzz	1
succeedzzz	1
sufferzzz	1
sufferingzzz	1
suhartoszzz	1
sundayzzz	1
sundayszzz	1
supplyzzz	1
supportingzzz	1
supposezzz	1
surroundingzzz	1
swiftzzz	1
talkszzz	1
tankerzzz	1
tanurahzzz	1
taperszzz	1
teachzzz	1
telephonezzz	1
terminalszzz	1
testzzz	1
therezzz	1
thirdzzz	1
thomaszzz	1
thoughzzz	1
thoughtzzz	1
threemonthzzz	1
tidezzz	1
togetherzzz	1
toldzzz	1
totalledzzz	1
towerzzz	1
traderzzz	1
tradeszzz	1
traditionalzzz	1
traditionallyzzz	1
transactedzzz	1
transmissionzzz	1
transportzzz	1
trendszzz	1
trustszzz	1
tryzzz	1
turmoilzzz	1
twofoldzzz	1
uaezzz	1
uncertainzzz	1
unchangedzzz	1
underzzz	1
unionszzz	1
unitholderszzz	1
universityszzz	1
unlikelyzzz	1
unocalzzz	1
unusuallyzzz	1
urgedzzz	1
usezzz	1
virtualzzz	1
wantszzz	1
waterzzz	1
wealthzzz	1
wednesdayzzz	1
weekendzzz	1
welcomedzzz	1
whenzzz	1
whetherzzz	1
wisheszzz	1
worldwidezzz	1
xonzzz	1
yerginzzz	1
yesterdayszzz	1





